                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                0.85044,                0.55432,                 1.2264,                0.41477,                 0.4369,                0.40792,                0.24317,                 1.4199,                 1.4289,                   1.72,               0.006403,               0.006403,               0.006403
                    112,                0.84824,                0.55732,                 1.2264,                 0.4107,                 0.3985,                0.40008,                 0.2436,                 1.4179,                 1.4525,                 1.7242,                0.00637,                0.00637,                0.00637
                    113,                0.84998,                0.55809,                 1.2269,                0.42443,                0.41255,                0.41238,                0.25207,                 1.4079,                 1.4318,                 1.7138,               0.006337,               0.006337,               0.006337
                    114,                0.84021,                0.55096,                 1.2193,                0.42215,                0.39957,                0.40633,                0.24765,                 1.4076,                 1.4481,                 1.7165,               0.006304,               0.006304,               0.006304
                    115,                 0.8354,                0.54693,                 1.2254,                  0.383,                0.45303,                0.41062,                0.24723,                 1.4172,                 1.3663,                  1.712,               0.006271,               0.006271,               0.006271
                    116,                0.84392,                0.55016,                 1.2305,                 0.3946,                0.46529,                0.41711,                0.25149,                  1.415,                  1.323,                 1.7122,               0.006238,               0.006238,               0.006238
                    117,                0.83761,                0.54522,                 1.2141,                0.39974,                0.46164,                0.42173,                0.25018,                 1.4324,                 1.3319,                 1.7214,               0.006205,               0.006205,               0.006205
                    118,                0.84169,                 0.5473,                 1.2208,                0.39205,                0.46757,                0.41728,                0.24984,                 1.4249,                  1.332,                 1.7081,               0.006172,               0.006172,               0.006172
                    119,                0.83761,                0.54199,                 1.2158,                0.40232,                0.46054,                0.41221,                  0.252,                 1.3875,                  1.328,                  1.684,               0.006139,               0.006139,               0.006139
                    120,                 0.8398,                0.54393,                 1.2161,                0.37205,                0.44906,                0.40442,                0.24319,                 1.3991,                 1.3489,                 1.6899,               0.006106,               0.006106,               0.006106
                    121,                0.83986,                0.54441,                 1.2146,                0.40093,                 0.4228,                0.40032,                0.24229,                 1.3988,                 1.3905,                 1.7007,               0.006073,               0.006073,               0.006073
